Facility Type,Facility Name,Code,Region,Address,Suburb,State,Postcode,Latitude,Longitude,Is Active
RRC/TS,Cooper St Resource Recovery Centre (at landfill site),F564,Metropolitan WRRG,Cooper St,Epping,VIC,3076,-37.6468000000,144.9790000000,true
RRC/TS,Darebin Resource Recovery Centre,F565,Metropolitan WRRG,Kurnai Ave,Reservoir,VIC,3073,-37.7207780000,144.9817730000,true
RRC/TS,Healesville Recovery & Waste Transfer Station,F566,Metropolitan WRRG,371 Mt Riddell Rd,Healesville,VIC,3777,-37.6601910000,145.5494010000,true
RRC/TS,Kew Depot (Recycling Drop-off Only),F567,Metropolitan WRRG,Hutchinson Dr,Kew,VIC,3101,-37.7931470000,145.0288160000,true
RRC/TS,Kingston Waste Transfer Station,F568,Metropolitan WRRG,24-30 Fonceca St,Mordialloc,VIC,3195,-37.9901720000,145.1044600000,true
RRC/TS,Knox Transfer Station & Recycling Facility,F569,Metropolitan WRRG,251 George St (enter from High St Rd),Wantirna South,VIC,3152,-37.8793590000,145.2088520000,true
RRC/TS,Melton Recycling Centre,F570,Metropolitan WRRG,33 Ferris Rd,Cobblebank,VIC,3338,-37.7028880000,144.6101140000,true
RRC/TS,Monash Waste Transfer & Recycling Station,F571,Metropolitan WRRG,380 Ferntree Gully Rd,Notting Hill,VIC,3170,-37.9015300000,145.1404960000,true
RRC/TS,Moonee Valley Transfer Station,F572,Metropolitan WRRG,188 Holmes Rd,Moonee Ponds,VIC,3039,-37.7642390000,144.9029190000,true
RRC/TS,Nillumbik Recycling & Recovery Centre (Nillumbik Shire Depot),F573,Metropolitan WRRG,Yan Yean Rd,Plenty,VIC,3091,-37.6549460000,145.1260880000,true
RRC/TS,Port Phillip Transfer Station (the Depot),F574,Metropolitan WRRG,Cnr White & Boundary Street,South Melbourne,VIC,3205,-37.8280910000,144.9433760000,true
RRC/TS,Stonnington Waste Transfer Station,F575,Metropolitan WRRG,"293 Tooronga Road, Malvern - enter via Weir St",Glen Iris,VIC,,-37.8487690000,145.0430110000,true
RRC/TS,Sunbury Recycling & Waste Transfer Station (at landfill site),F576,Metropolitan WRRG,Lot 21 Riddel Rd,Sunbury,VIC,3429,-37.5511310000,144.6848660000,true
RRC/TS,Hampton Park Transfer Station,F577,Metropolitan WRRG,Hallam Rd,Hampton Park,VIC,3976,-38.0533800000,145.2671510000,true
RRC/TS,Wesburn Recovery & Waste Transfer Station,F578,Metropolitan WRRG,Old Warburton Rd,Wesburn,VIC,3799,-37.7748070000,145.6491310000,true
RRC/TS,Whitehorse Recycling & Waste Centre,F579,Metropolitan WRRG,Cnr Burwood Hwy & Morack Rd,Vermont South,VIC,3133,-37.8618820000,145.1956700000,true
RRC/TS,Wollert Transfer Station (at Wollert landfill),F580,Metropolitan WRRG,Bridge Inn Rd,Wollert,VIC,,-37.5866710000,145.0462050000,true
RRC/TS,Wyndham Transfer Station (at Wests Road Refuse Disposal Facility),F581,Metropolitan WRRG,45 Princes Hwy Wests Rd,Werribee,VIC,3030,-37.9390530000,144.5944100000,true
RRC/TS,Kilmany Transfer Station,F582,Gippsland WRRG,Velore Rd,Kilmany,VIC,,-38.1025660000,146.9260000000,true
RRC/TS,Rosedale Resource Recovery & Transfer Station,F583,Gippsland WRRG,Merton Vale rd,Rosedale,VIC,,-38.1878540000,146.8106890000,true
RRC/TS,Laharum Community Recycling Drop-off Facility,F584,Goulburn Valley WRRG,Wonwondah - Dadswells Bridge Rd (SW Corner Winfields Rd),Laharum,VIC,,-36.8734190000,142.3540000000,true
RRC/TS,Koonwarra Transfer Station Leongatha South,F607,Gippsland WRRG,Koonwarra-Inveloch Rd,Koonwarra,VIC,3954,,,true
RRC/TS,Benalla Resource Recovery Centre,F729,North East WRRG,"Old Farnley Rd,",Benalla,VIC,,-36.5115840000,145.9991230000,true
RRC/TS,Bonang Transfer Station,F733,Gippsland WRRG,16 Mailing Rd,Bonang,VIC,,,,true
RRC/TS,Campaspe  / RRC/TS DATA GROUP_182,F738,Goulburn Valley WRRG,,,VIC,,,,true
RRC/TS,Corangamite / RRC/TS DATA GROUP_159,F741,Barwon South West WRRG,,,VIC,,,,true
RRC/TS,Corangamite Regional Resource Recovery (at landfill),F742,Barwon South West WRRG,County Boundary West Road,Naroghid,VIC,,,,true
RRC/TS,Corryong Resource Recovery Centre,F743,North East WRRG,Sugarloaf Rd,Corryong,VIC,,-36.2206770000,147.8918600000,true
RRC/TS,Cowes Recycling Facility,F744,Gippsland WRRG,Dunsmore Rd,Cowes,VIC,,-38.4570500000,145.2481900000,true
RRC/TS,Cullulleraine Waste Transfer Station,F745,Loddon Mallee WRRG,Sturt Highway,Cullulleraine,VIC,,,,true
RRC/TS,Dinner Plain Resource Recovery Centre,F746,North East WRRG,,,VIC,,,,true
RRC/TS,Gray Street Depot,F755,Loddon Mallee WRRG,172-174 Gray Street,Swan Hill ,VIC,,,,true
RRC/TS,Maffra Resource Recopvery Centre,F757,Gippsland WRRG,Sellings Rd,Maffra ,VIC,3860,-37.9125590000,146.9861430000,true
RRC/TS,Mallacoota Transfer Station,F758,Gippsland WRRG,Betka Rd,Mallacoota,VIC,,,,true
RRC/TS,Manangatang Transfer Station,F760,Loddon Mallee WRRG,126 Moondah Rd,Manangatang,VIC,,,,true
RRC/TS,Mitchell / RRC/TS DATA GROUP_184,F761,Goulburn Valley WRRG,,,VIC,,,,true
RRC/TS,Moira / RRC/TS DATA GROUP_185,F762,Goulburn Valley WRRG,,,VIC,,,,true
RRC/TS,Mt Baw Baw Resource Recovery Centre,F763,Gippsland WRRG,Mt Baw Baw Tourist Road,Mt Baw Baw,VIC,,,,true
RRC/TS,Mt Hotham Resource Recovery Centre,F764,North East WRRG,,,VIC,,,,true
RRC/TS,Mt Zero (Laharum) Transfer Station & Resource Recovery,F765,Goulburn Valley WRRG,Cnr Curr & Everard Rds,Kyabram,VIC,,,,true
RRC/TS,Myrtleford Transfer Station,F766,North East WRRG,"6 Morrisons La,",Myrtleford,VIC,,-36.5431600000,146.7621950000,true
RRC/TS,Orbost Transfer Station,F778,Gippsland WRRG,351 Bonang Road,Orbost,VIC,,-37.6722720000,148.4729830000,true
RRC/TS,Piangil Transfer Station,F783,Loddon Mallee WRRG,246 Hayward Road,Piangil,VIC,,,,true
RRC/TS,Queenscliff / RRC/TS DATA GROUP_157,F786,Barwon South West WRRG,,,VIC,,,,true
RRC/TS,Southern Grampians  / RRC/TS DATA GROUP_162,F804,Barwon South West WRRG,,,VIC,,,,true
RRC/TS,Torquay Drop-off,F809,Barwon South West WRRG,,Torquay,VIC,,,,true
RRC/TS,Tubbut Trailer,F811,Gippsland WRRG,McKillops Road,Tubbut,VIC,,,,true
RRC/TS,Warrnambool  / RRC/TS DATA GROUP_163,F814,Barwon South West WRRG,,,VIC,,,,true
RRC/TS,Westvic Transfer Station,F816,Barwon South West WRRG,3 Hammond Place,Warnambool,VIC,,,,true
RRC/TS,Suez Environmental (formerly SITA) - Geelong,F900,Barwon South West WRRG,,,VIC,,,,true
RRC/TS,Yarrambat Recycling & Recovery Centre,F902,Metropolitan WRRG,290 Yan Yean Road,Plenty,VIC,3090,,,true
RRC/TS,Statewide Recycling Services Pty Ltd,F931,Barwon South West WRRG,355 Koroit St,Warrnambool,VIC,3280,-38.3753870000,142.4643220000,true
RRC/TS,MSC Seymour Works Depot,F1054,Goulburn Valley WRRG,"Behind Seymour Sports & Aquatic Centre, entry via Pollard Street through Chittick Park, Seymour",Seymour,VIC,,,,true
RRC/TS,Rokewood Transfer Station,F1055,Grampians Central West WRRG,141 Meadows Road,Rokewood,VIC,,-37.9122420000,143.7149960000,true
RRC/TS,Clayton Transfer Station (Cleanaway),F1056,Metropolitan WRRG,Deals Rd & Fraser Rd,Clayton South,VIC,3169,-37.9467080000,145.1202960000,true
RRC/TS,Alpine Shire - Bright Depot,F1057,North East WRRG,29 Churchill Avenue,Bright,VIC,3741,-36.7339120000,146.9754290000,true
